website	linkUrl
AnVIL Book: AnVIL Demos	https://docs.google.com/presentation/d/18J1x5rkWJisiv3EOMVZOma52XWxAVKANTg0Q2FXbOWU/edit?usp=sharing
AnVIL Book: AnVIL Demos	https://docs.google.com/presentation/d/19A1h1t_hy14sb1W80LYmACRTT6Hl-azKuKxEBWxjtRc
AnVIL Book: AnVIL Demos	https://docs.google.com/presentation/d/1eypYLLqD11-NwHLs4adGpcuSB07dYEJfAaALSMvgzqw
AnVIL Book: AnVIL Demos	https://docs.google.com/presentation/d/1nZIlyA-YIxRDYUiozl1UTXIhJJeBb7VbqlXWig7jXAk
AnVIL Book: AnVIL Demos	https://docs.google.com/presentation/d/1szpGrvCQodF1R2AaeqsvmNlJWTgzAsO8QurYfQagCf0
AnVIL Book: AnVIL Demos	https://docs.google.com/presentation/d/1wTcGBM-ZOo7SmyR7x_BCvau2bBig01Er59s4lXb1Bg4
AnVIL Book: AnVIL Demos	https://docs.google.com/presentation/d/1wTcGBM-ZOo7SmyR7x_BCvau2bBig01Er59s4lXb1Bg4/edit
AnVIL Book: AnVIL Demos	https://docs.google.com/presentation/d/1wTcGBM-ZOo7SmyR7x_BCvau2bBig01Er59s4lXb1Bg4/edit?usp=sharing
AnVIL Book: AnVIL Demos	https://en.wikipedia.org/wiki/Command-line_interface
AnVIL Book: AnVIL Demos	https://forms.gle/AK12iVXTjsB7yCUUA
AnVIL Book: AnVIL Demos	https://github.com/mccoy-lab/MAGE
AnVIL Book: AnVIL Demos	https://isee.github.io/iSEEWorkshopEuroBioc2020/
AnVIL Book: AnVIL Demos	https://isee.github.io/iSEEWorkshopEuroBioc2020/articles/dataset.html
AnVIL Book: AnVIL Demos	https://jhudatascience.org/AnVIL_Book_Getting_Started/data-analysts.html
AnVIL Book: AnVIL Demos	https://jhudatascience.org/AnVIL_Book_Getting_Started/overview-analysts.html
AnVIL Book: AnVIL Demos	https://support.terra.bio/hc/en-us/articles/360029801491
AnVIL Book: AnVIL Demos	https://www.youtube.com/watch?v=0PRCFkLZOeo&list=PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E
AnVIL Book: AnVIL Demos	https://www.youtube.com/watch?v=44X-m-JLPTA&list=PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E
AnVIL Book: AnVIL Demos	https://www.youtube.com/watch?v=9t6rYA4Sx8E&list=PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E
AnVIL Book: AnVIL Demos	https://www.youtube.com/watch?v=_uT0IWL1wso&list=PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E
AnVIL Book: AnVIL Demos	https://www.youtube.com/watch?v=fcMUU7NrEeM&list=PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E
AnVIL Book: AnVIL Demos	https://www.youtube.com/watch?v=yAwQKft1LS8&list=PL6aYJ_0zJ4uC978C57P3TgAAfB38uy58E
