website	day	month	year	country	fullPageUrl
AnVIL Book Champions	04	03	2026	Sri Lanka	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	04	03	2026	Sri Lanka	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	04	03	2026	Sri Lanka	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	04	03	2026	Sri Lanka	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	04	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	04	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	04	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	04	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	04	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	04	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	04	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	04	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	04	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	04	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	04	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	04	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	04	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	04	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	05	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	05	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	05	02	2026	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	05	02	2026	China	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	05	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	05	04	2026	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	05	05	2025	United States	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	05	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	05	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	05	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	05	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	05	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	05	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	05	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	05	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	05	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	06	03	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	03	2025	United States	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	06	03	2025	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	06	04	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	04	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	06	05	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	05	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	05	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	06	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	06	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	06	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	06	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	06	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	06	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	06	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	06	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	06	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	06	11	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	06	11	2025	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	06	11	2025	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	06	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	06	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	07	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	07	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	07	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	07	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	07	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	07	01	2026	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	07	01	2026	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	07	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	07	02	2026	Sri Lanka	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	07	02	2026	Sri Lanka	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	07	02	2026	Sri Lanka	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	07	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	07	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	07	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	07	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	07	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	07	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	07	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	07	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	07	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	07	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	07	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	08	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	08	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	08	02	2026	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	08	04	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	08	04	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	08	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	08	08	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	08	08	2025	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	08	08	2025	United States	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	08	08	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	08	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	08	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	08	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	08	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	08	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	08	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	08	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	08	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	09	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	09	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	09	02	2026	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	09	04	2026	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	09	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	09	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	09	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	10	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	10	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	10	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	10	02	2026	China	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	10	02	2026	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	10	03	2026	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	10	04	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	10	04	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	10	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	10	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	10	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	10	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	10	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	10	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	10	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	10	06	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	10	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	10	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	10	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	10	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	10	12	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	10	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	10	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	11	03	2025	Netherlands	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	11	05	2025	(not set)	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	11	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	11	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	11	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	11	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	11	12	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	12	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	12	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	12	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	12	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	12	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	12	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	12	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	12	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	12	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	12	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	12	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	12	12	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	12	12	2024	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	12	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	12	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	12	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	12	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	12	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	13	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	13	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	13	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	13	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	13	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	13	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	13	01	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	13	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	13	02	2026	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	13	02	2026	United States	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	13	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	13	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	13	03	2026	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	13	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	13	11	2024	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	13	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	13	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	13	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	14	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	14	03	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	14	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	14	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	14	03	2026	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	14	08	2025	United States	jhudatascience.org/AnVIL_Book_Champions/become-champion.html
AnVIL Book Champions	14	08	2025	United States	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	14	08	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	14	10	2024	Sri Lanka	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	14	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	14	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	14	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	14	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	14	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	14	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	14	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	14	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	15	01	2026	China	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	15	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	15	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	15	04	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	15	04	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	15	09	2025	China	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	15	09	2025	Hong Kong	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	15	09	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	15	10	2024	(not set)	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	15	10	2024	Puerto Rico	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	15	10	2024	Puerto Rico	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	15	10	2024	Puerto Rico	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	15	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	15	10	2024	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	15	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/about-the-authors.html
AnVIL Book Champions	15	12	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	15	12	2025	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	15	12	2025	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	16	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	16	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	16	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	16	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	16	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	16	04	2025	United States	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	16	09	2025	China	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	16	09	2025	Japan	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	16	10	2024	Puerto Rico	jhudatascience.org/AnVIL_Book_Champions/index.html
AnVIL Book Champions	16	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	16	11	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	16	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	16	11	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	16	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	16	12	2025	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	16	12	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	17	02	2025	United States	jhudatascience.org/AnVIL_Book_Champions/onboard.html
AnVIL Book Champions	17	03	2026	Singapore	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	17	05	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	17	05	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	17	10	2025	China	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	17	10	2025	Singapore	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	17	12	2024	United States	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	17	12	2024	United States	jhudatascience.org/AnVIL_Book_Champions/help.html
AnVIL Book Champions	17	12	2024	United States	jhudatascience.org/AnVIL_Book_Champions/what-are-anvil-champions.html
AnVIL Book Champions	18	01	2026	Indonesia	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	18	02	2026	China	jhudatascience.org/AnVIL_Book_Champions/learn.html
AnVIL Book Champions	18	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/
AnVIL Book Champions	18	03	2026	India	jhudatascience.org/AnVIL_Book_Champions/communicate.html
AnVIL Book Champions	18	07	2025	South Korea	jhudatascience.org/AnVIL_Book_Champions/
